id,title,artist,artist_ids,album,popularity,duration_ms,genres,bpm,energy,valence,danceability,loudness,bpm_estimated,language,spotify_url
3d7M4RTsRCjfjI5pWZVFOQ,The Plan is ON,Anirudh Ravichander,4zCH9qm4R2DADamUHMCa6O,Beast (Original Background Score),50,56719,,121,0.73,0.63,0.33,-8.0,True,english,https://open.spotify.com/track/3d7M4RTsRCjfjI5pWZVFOQ
0CC6E73BXQ8wDsm2Qso4xm,The Power - Workout Remix 128 Bpm,Workout Music Tv,0k5KeG8St6LiePh5blOwwl,40 Best Aerobic & Cardio Songs Ever 90s Hits For Fitness & Workout (Unmixed Compilation for Fitness & Workout 128 - 142 Bpm / 32 Count),50,278906,,105,0.62,0.7,0.86,-7.9,True,english,https://open.spotify.com/track/0CC6E73BXQ8wDsm2Qso4xm
4vjVTc6cqDwZJ40ILlEpEx,The Punjaabban Song,"Tanishk Bagchi, Gippy Grewal, Zahrah S Khan, Romy, Abrar Ul Haq",4f7KfxeHq9BiylGmyXepGt|5kvGYraWFlXs2Jbt1Kphn8|7C5xVXoqim1TICnCMZ9A6P|0bRPtPZQkWHeG7MGk9eWlh|5Z1MqXZgG3ooTyK3oqQVpw,Jugjugg Jeeyo,50,199029,,132,0.6,0.49,0.38,-6.9,True,hindi,https://open.spotify.com/track/4vjVTc6cqDwZJ40ILlEpEx
1XSSm7oKOzNE8oUapjIRWV,"The Punjaabban Song (From ""Jugjugg Jeeyo"")","Tanishk Bagchi, Gippy Grewal, Zahrah S Khan, Romy, Abrar Ul Haq",4f7KfxeHq9BiylGmyXepGt|5kvGYraWFlXs2Jbt1Kphn8|7C5xVXoqim1TICnCMZ9A6P|0bRPtPZQkWHeG7MGk9eWlh|5Z1MqXZgG3ooTyK3oqQVpw,"The Punjaabban Song (From ""Jugjugg Jeeyo"")",50,199029,,96,0.76,0.42,0.39,-10.6,True,hindi,https://open.spotify.com/track/1XSSm7oKOzNE8oUapjIRWV
2uaBKjAsdMjdSa6VHz2IMh,The Raw Agent,Anirudh Ravichander,4zCH9qm4R2DADamUHMCa6O,Beast (Original Background Score),50,98500,,157,0.46,0.68,0.83,-5.8,True,english,https://open.spotify.com/track/2uaBKjAsdMjdSa6VHz2IMh
0R97OfArQkB9hOptu72NiV,"The Roar (From ""Chhaava"")","A.R. Rahman, MC Heam, Nakul Abhyankar",1mYsTxnqsietFxj1OgoGbG|2vukE84hCaAdQrqMoOgW8Y|45dUPHFa2AoC4lqFTcPmiD,Chhaava (Original Motion Picture Soundtrack),50,192625,,126,0.62,0.44,0.49,-11.5,True,hindi,https://open.spotify.com/track/0R97OfArQkB9hOptu72NiV
6s23psuQ0peuiNLTOIo7Ob,The Run For Love,Thaman S,2FgHPfRprDaylrSRVf1UlN,Tholi Prema BGM,50,91611,,174,0.78,0.3,0.6,-10.7,True,english,https://open.spotify.com/track/6s23psuQ0peuiNLTOIo7Ob
3LVpekQJoSFUURwG3aLFOW,The Staircase - Slowed Version,"Chris Wayne, Ravi Basrur",5GkVAEDUPPeV3INTYATuzc|2q1LRGJHpFxovU8Tz6OgRn,The Staircase (Slowed Version),50,185662,,140,0.79,0.66,0.38,-10.0,True,english,https://open.spotify.com/track/3LVpekQJoSFUURwG3aLFOW
5F6QjI9stjXP8yNzu60SEP,The Theri Theme,Anirudh Ravichander,4zCH9qm4R2DADamUHMCa6O,Vedalam (Original Motion Picture Soundtrack),50,112405,,147,0.42,0.42,0.59,-7.5,True,english,https://open.spotify.com/track/5F6QjI9stjXP8yNzu60SEP
37UD8FeUkZ5Ze2pMAu6kPb,The Villain - Train Hard Mix,"FITNESS HITS 2018, Fitness & Workout Hits 2019, Disco Fitness Crew",2lfxdF1M0a0FAernvS1NrK|1pBenZndhL0P8r1TjrRwLy|13UO96YgXmc0Eqj1MacNcv,Fitness Training Music,50,144000,,166,0.64,0.79,0.34,-13.0,True,english,https://open.spotify.com/track/37UD8FeUkZ5Ze2pMAu6kPb
1UTc77K71QfzekhDmoMaPe,"The Wakhra Song - From ""Judgementall Hai Kya""","Tanishk Bagchi, Navv Inder, Lisa Mishra, Raja Kumari, Navi Ferozpurwala",4f7KfxeHq9BiylGmyXepGt|7GPyedHMvKTiM2OfXc0MVv|418X5slNWlJwym4x3Oq3Cs|5cBFMoMgcAt03YL2r0tS25|78Wjtcr5lUroDSkK7cKfkp,Bollywood Workout Hits,50,196000,,180,0.45,0.21,0.66,-13.6,True,hindi,https://open.spotify.com/track/1UTc77K71QfzekhDmoMaPe
7bEwmPkO33aOVTFdNJTCiw,The Way Back,Hanbit Yu,6EwFg9rHS30Z3GWgMlyHf9,"RUNNING & WORKOUT, Vol. 17",50,244680,,143,0.66,0.66,0.41,-14.9,True,english,https://open.spotify.com/track/7bEwmPkO33aOVTFdNJTCiw
6TK7jseRCrogw9IzQYkw2h,"Thee Thalapathy (From ""Varisu"")","Silambarasan TR, Thaman S",5Hn84AFwiTEi8eMoI5B9AS|2FgHPfRprDaylrSRVf1UlN,"Thee Thalapathy (From ""Varisu"")",50,258000,,118,0.64,0.48,0.56,-6.2,True,english,https://open.spotify.com/track/6TK7jseRCrogw9IzQYkw2h
7vXNWKJJsuflJZwDtrQgRO,Theme of 3,"Anirudh Ravichander, Mandolin Seenu",4zCH9qm4R2DADamUHMCa6O|2Wuq8f0T8XhQzjPSpMWY0i,3 (Original Motion Picture Soundtrack),50,89400,,147,0.46,0.82,0.84,-12.1,True,english,https://open.spotify.com/track/7vXNWKJJsuflJZwDtrQgRO
0euzmRMeh5i49DBlwMi4hU,Thokar,Hardeep Grewal,43H2bU3Tpcw29Ndd0J5P7B,Thokar,50,280200,,179,0.74,0.45,0.4,-9.4,True,hindi,https://open.spotify.com/track/0euzmRMeh5i49DBlwMi4hU
6vWenjRWjDJfumHI1BkLFd,Thumkeshwari,"Sachin-Jigar, Rashmeet Kaur, Ash King, Divya Kumar, Amitabh Bhattacharya",1mBydYMVBECdDmMfE2sEUO|15UQcr22jcc6DJjy3sLv3J|1cfG7UM0OD4O1II1nd15Qo|0NErdIJtuKBjtxKmlqaWdj|2fMqTqiTxUDlmcOEPaQSsx,Bollywood Workout Hits,50,163179,,135,0.55,0.75,0.85,-14.0,True,hindi,https://open.spotify.com/track/6vWenjRWjDJfumHI1BkLFd
3pN6XIaz09ck4Y87pgp8WK,Thunder - Jogging Running & Workout Mix,Workout Music,5njMahLKD1tLJ5bejvqseV,Jogging Running & Workout! Playlist (128 BPM's),50,299986,,112,0.78,0.42,0.57,-7.5,True,english,https://open.spotify.com/track/3pN6XIaz09ck4Y87pgp8WK
3bNTxJ0QhHTaqjbN0c2JnA,Thunder - Workout Remix 128 Bpm,Workout Music Tv,0k5KeG8St6LiePh5blOwwl,Ultramix Cardio Workout 2025 (60 Minutes Non-Stop Mixed Compilation for Fitness & Workout - 128 Bpm / 32 Count),50,135000,,165,0.58,0.2,0.78,-13.4,True,english,https://open.spotify.com/track/3bNTxJ0QhHTaqjbN0c2JnA
2FHjZBbKFIJSP1p8gC1WhF,"Time Table 2 (From ""Time Table 2"")",Kulwinder Billa,0CP2yDO5i5Q2G1fRj6C8JV,Fit & Fab - Punjabi Workout Beats,50,261555,,151,0.56,0.73,0.45,-14.2,True,hindi,https://open.spotify.com/track/2FHjZBbKFIJSP1p8gC1WhF
6sAVqEABC9rb45SG71Mza4,Time for War V3.0 (Gym & Fitness Motivation),Fearless Motivation,1FhamVtJlNqaekPnwxQpbk,Fear Less Dominate More (Gym & Sports Motivational Speeches & Workout Music),50,230331,,139,0.56,0.51,0.78,-9.0,True,english,https://open.spotify.com/track/6sAVqEABC9rb45SG71Mza4
4ChteKYJIeBNt437eoB5Kq,"Ting Rang (From ""London, Paris, New York"") - 130 BPM",Ali Zafar,3cKNppGLfcxdt9CtoHEZmQ,Workout Bollywood Style: 60 Mins Non Stop Mix,50,90013,,144,0.5,0.46,0.62,-5.3,True,hindi,https://open.spotify.com/track/4ChteKYJIeBNt437eoB5Kq
5CluVMkiXUEO1pNLUtwV1P,Tiranga,"Tanishk Bagchi, Manoj Muntashir, B Praak",4f7KfxeHq9BiylGmyXepGt|4cAERazLlAzVGA10ORWaUP|56SjZARoEvag3RoKWIb16j,Yodha,50,262129,,137,0.74,0.67,0.43,-9.1,True,hindi,https://open.spotify.com/track/5CluVMkiXUEO1pNLUtwV1P
1R88klTSzUaIk2kAphl7aP,"Tiranga (From ""Yodha"")","Tanishk Bagchi, Manoj Muntashir, B Praak",4f7KfxeHq9BiylGmyXepGt|4cAERazLlAzVGA10ORWaUP|56SjZARoEvag3RoKWIb16j,"Tiranga (From ""Yodha"")",50,262129,,156,0.68,0.84,0.71,-13.1,True,hindi,https://open.spotify.com/track/1R88klTSzUaIk2kAphl7aP
3ahjF8FfEgopbrTBEEwYdP,Tired - Workout Remix 135 bpm,SuperFitness,6L74J3BzylQkJF7rBXTpgT,Aerobic Hits Session 2018: 60 Minutes Mixed Compilation for Fitness & Workout 135 bpm/32 Count,50,215893,,157,0.9,0.3,0.79,-14.7,True,english,https://open.spotify.com/track/3ahjF8FfEgopbrTBEEwYdP
1DYtxbTyZ8O85w1l8pQDB9,Titanium (Cardio Workout Remix),DJ Keen,4qvArXhnLauGZ5BBmJ3MJS,"Cardio Hitmix! All Hits 3 (140-155 BPM, 32-Count, Nonstop Fitness & Workout)",50,136253,,156,0.64,0.42,0.86,-9.1,True,english,https://open.spotify.com/track/1DYtxbTyZ8O85w1l8pQDB9
4HLZHhdWjcIuGgJJf4HIMF,Titanium - Workout Remix 135 bpm,SuperFitness,6L74J3BzylQkJF7rBXTpgT,Aerobic Hits Session 2018: 60 Minutes Mixed Compilation for Fitness & Workout 135 bpm/32 Count,50,270293,,116,0.62,0.76,0.38,-6.2,True,english,https://open.spotify.com/track/4HLZHhdWjcIuGgJJf4HIMF
04WnO4MftPYzVvxM5FxqnS,Tod De Zanjeer - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,205000,,118,0.72,0.45,0.78,-6.2,True,hindi,https://open.spotify.com/track/04WnO4MftPYzVvxM5FxqnS
0y0n4e2PeNNxkjMlGRCUqP,Todh,"Prince Narula, Munawar Faruqui, Rony Ajnali",4hMUptoqDVqFXA8Inz20II|7yLGN6pQ3Fll8eWpjJwwQl|0N2lT1m7rG0klYHZrkyMPw,Desi Gym Pump Music,50,236800,,178,0.6,0.86,0.74,-10.3,True,hindi,https://open.spotify.com/track/0y0n4e2PeNNxkjMlGRCUqP
0D3FzU2DEQjgtouQECECFF,"Todun Taak - From ""Toofaan""",D'Evil,6WnYIHyaTeR8cxmaWX9Rez,Bollywood Workout Hits,50,187580,,175,0.59,0.72,0.58,-5.6,True,hindi,https://open.spotify.com/track/0D3FzU2DEQjgtouQECECFF
2dZyFNtUz3IIBzUZmSu5z8,Toh Dishoom,"Pritam, Raftaar, Shahid Mallya, Mayur Puri",1wRPtKGflJrBx9BmLsSwlU|5UdFr0GeO7jKIaNIJgwB36|4LnYRxNZVCTsDCO2xKjOn8|1XUGerdrjDBJxF9ZfxMqDj,Dishoom,50,244778,,155,0.74,0.84,0.36,-5.4,True,hindi,https://open.spotify.com/track/2dZyFNtUz3IIBzUZmSu5z8
0me1lAPuAbgV21CyA4PfVU,Toh Dishoom,"Raftaar, Shahid Mallya",5UdFr0GeO7jKIaNIJgwB36|4LnYRxNZVCTsDCO2xKjOn8,Fit &amp; Fab - Workout With Bollywood Songs,50,244778,,107,0.65,0.21,0.75,-9.6,True,hindi,https://open.spotify.com/track/0me1lAPuAbgV21CyA4PfVU
6YDXCpPut4n8EilBh8KVlN,Toofaan - Title Track,Siddharth Mahadevan,7hwEGO7U6JwQ7M1teoO8GW,Toofaan (Original Motion Picture Soundtrack),50,279199,,170,0.48,0.65,0.72,-13.4,True,hindi,https://open.spotify.com/track/6YDXCpPut4n8EilBh8KVlN
2MJq8wuZrFWkmomUeYVupr,Toofaan - Title Track,Siddharth Mahadevan,7hwEGO7U6JwQ7M1teoO8GW,Gym Motivation,50,279199,,94,0.78,0.78,0.69,-6.3,True,english,https://open.spotify.com/track/2MJq8wuZrFWkmomUeYVupr
6AjnBLf2qpvJzDyLtRg1je,Toofaan - Title Track,Siddharth Mahadevan,7hwEGO7U6JwQ7M1teoO8GW,Bollywood Workout Hits,50,279199,,146,0.71,0.21,0.46,-14.0,True,hindi,https://open.spotify.com/track/6AjnBLf2qpvJzDyLtRg1je
4xkBleDs2uDxbXDIkeDRcx,Toofaan - Title Track,Siddharth Mahadevan,7hwEGO7U6JwQ7M1teoO8GW,Bollywood Rage Mode,50,279199,,139,0.82,0.79,0.65,-13.0,True,hindi,https://open.spotify.com/track/4xkBleDs2uDxbXDIkeDRcx
1mwyjw8qqdtM5mX9lCBg6Q,Toofan,"Deepak Blue, Govind Prasad, Yogi Sekar, Mohan Krishna, Santhosh Venky, Sachin Basrur, Ravi Basrur, Puneeth Rudranag, Vaish, Madhurakavi",5iFKS1bnBNFWBAmd7mi0vf|2XzJ8aeBoI3YXBnaYVgDUh|4n32jWbOVtfNDsOJAGQJcs|2U4KiBePibvnd8BIXtBvk7|1gpRRYfNURm0XJCyxUuH8Q|6CdktQ3MYk5JwJHq1OajZG|2q1LRGJHpFxovU8Tz6OgRn|6oLN9TELPauBfctYeWPtYP|3UUCWlU2bPEuKMAoUeiJBD|4HNFPBEsradUUxFbtQNPKh,Kgf Chapter 2 [TAMIL],50,214122,,150,0.56,0.28,0.74,-7.0,True,english,https://open.spotify.com/track/1mwyjw8qqdtM5mX9lCBg6Q
5HAs7T9bKrS2VYrxkG5Ohi,"Toofan (From ""Kgf Chapter 2"")","Deepak Blue, Govind Prasad, Yogi Sekar, Mohan Krishna, Santhosh Venky, Sachin Basrur, Ravi Basrur, Puneeth Rudranag, Vaish, Madhurakavi",5iFKS1bnBNFWBAmd7mi0vf|2XzJ8aeBoI3YXBnaYVgDUh|4n32jWbOVtfNDsOJAGQJcs|2U4KiBePibvnd8BIXtBvk7|1gpRRYfNURm0XJCyxUuH8Q|6CdktQ3MYk5JwJHq1OajZG|2q1LRGJHpFxovU8Tz6OgRn|6oLN9TELPauBfctYeWPtYP|3UUCWlU2bPEuKMAoUeiJBD|4HNFPBEsradUUxFbtQNPKh,"Toofan (From ""Kgf Chapter 2"")",50,214122,,138,0.73,0.46,0.69,-10.9,True,english,https://open.spotify.com/track/5HAs7T9bKrS2VYrxkG5Ohi
5o4R6394DP6PCaA7xEmbeA,"Tooh (From ""Gori Tere Pyaar Mein"") - 144 BPM","Vishal-Shekhar, Mika Singh, Mamta Sharma",6Mv8GjQa7LKUGCAqa9qqdb|5T2I75UlGBcWd5nVyfmL13|0RMsiUCTjsdGjoKyhEm8Y4,Workout Bollywood Style: 60 Mins Non Stop Mix,50,123986,,145,0.86,0.54,0.33,-9.4,True,hindi,https://open.spotify.com/track/5o4R6394DP6PCaA7xEmbeA
7nB6xXz7eiv6j2sJZcDnZ6,Top 40 Continuous Running Workout Mix,Pumped Up DJs,2YSs6SETkdhnFdxUt6qe85,"Top 40 Running Tracks - The Ultimate Fitness & Workout Mix - Perfect for Keep Fit, Jogging, Exercise, Gym, BodyToning & Spinning",50,3625188,,172,0.56,0.79,0.7,-6.2,True,english,https://open.spotify.com/track/7nB6xXz7eiv6j2sJZcDnZ6
3XY8xuXALQvlij2evt8zpk,Trap Cardio Energy,Hot Beat Universe,4wC7SuWGv5zxNixbErqGyO,Hard Trap Workout Music – Gym Motivation Beats,50,119839,,135,0.85,0.24,0.35,-14.0,True,english,https://open.spotify.com/track/3XY8xuXALQvlij2evt8zpk
2MIaBvbtHNKK3x5tONgBa9,Trillium The Dark Triad + Best Part Looped - Slowed,"OneLastLight, ZYZZCVNT",6MFByPXl13KoK9CQxgy97l|7fwt25IJvleQLf94Cxxhxa,Trillium The Dark Triad + Best Part Looped,50,118400,,158,0.66,0.3,0.8,-13.1,True,english,https://open.spotify.com/track/2MIaBvbtHNKK3x5tONgBa9
41c68EW8eqQkQ6aNo3ckjV,Tropical Cardio Ritual,Workout & Wellness Zone,1z15HoWQvlL88FVMW590yX,Workout Music: Tropical Latin Charge,50,177761,,175,0.67,0.35,0.84,-10.0,True,english,https://open.spotify.com/track/41c68EW8eqQkQ6aNo3ckjV
2c4s49qRTgEs2bDuEGPlzd,Trump,"Cheema Y, Gur Sidhu",0uOUeC51AxGnP6hB8gurwt|0QntOArZgiNHoemAzwJPu5,Trump,50,168000,,106,0.65,0.35,0.89,-13.6,True,hindi,https://open.spotify.com/track/2c4s49qRTgEs2bDuEGPlzd
6nWvcPOM9HpZnKMWijdsh7,Trumpets (Cardio Workout Remix),Cardio Mix Masterz,0Vcbha6XzwPkQdzQXXD6cl,"Cardio Hitmix! All Hits 3 (140-155 BPM, 32-Count, Nonstop Fitness & Workout)",50,210573,,94,0.74,0.6,0.48,-8.5,True,english,https://open.spotify.com/track/6nWvcPOM9HpZnKMWijdsh7
3XJjTmfmsFUr51wNNfNLCA,Trustfall - Workout Remix 130 bpm,SuperFitness,6L74J3BzylQkJF7rBXTpgT,Cardio Workout Mix 2023:130 bpm/32 count,50,221530,,160,0.78,0.37,0.6,-5.8,True,english,https://open.spotify.com/track/3XJjTmfmsFUr51wNNfNLCA
6vZWjlZoqfW0UIIt94cyKj,Tsunami - Instrumental Cardio Workout Mix,CrossFit Junkies,2cKjsHbyoiSZDPQaiWwghk,Crossfit Edm 2023 Instrumental Workout,50,254986,,150,0.72,0.42,0.4,-5.9,True,english,https://open.spotify.com/track/6vZWjlZoqfW0UIIt94cyKj
54CHLOAUl7uVJYCaAw4NxH,"Tu Hi Mera (From ""Jannat 2"") - 110 BPM","Pritam, Shafqat Amanat Ali, Sayeed Quadri",1wRPtKGflJrBx9BmLsSwlU|5SuRAj1A9FEHj5NxS86YAm|2pGRniGOJSOvYoK3dGaBb8,Workout Bollywood Style: 60 Mins Non Stop Mix,50,105026,,102,0.4,0.4,0.88,-5.4,True,hindi,https://open.spotify.com/track/54CHLOAUl7uVJYCaAw4NxH
6wMSsSo6VqlenvIxRKsYNH,Tu Meri,"Vishal Dadlani, Vishal-Shekhar",6CXEwIaXYfVJ84biCxqc9k|6Mv8GjQa7LKUGCAqa9qqdb,Bollywood Workout Hits,50,257088,,146,0.78,0.82,0.69,-10.6,True,hindi,https://open.spotify.com/track/6wMSsSo6VqlenvIxRKsYNH
20uRTQ8pjFC7WnubHqb1Jl,Tutak Tutak Tutiya - Remix(Remix By Drunx),"Malkit Singh, Kanika Kapoor, Sonu Sood",79V1EiUrtTyJHQNSKXZC7X|6qcIg4IPLulyc03mWR87N8|1RViT01v3KsUvaEQk136nY,Fit &amp; Fab - Workout With Bollywood Songs,50,227708,,173,0.45,0.21,0.41,-13.2,True,hindi,https://open.spotify.com/track/20uRTQ8pjFC7WnubHqb1Jl
4frC3kgIPhKZZzpcDfENKv,Twilight Zone - Workout Remix 135 bpm,SuperFitness,6L74J3BzylQkJF7rBXTpgT,Aerobic Hits Session 2026: 60 Minutes Mixed 135 bpm/32 count,50,184890,,160,0.78,0.25,0.36,-5.9,True,english,https://open.spotify.com/track/4frC3kgIPhKZZzpcDfENKv
6raaAylCJPrbQ45RQ31kdI,U Can't Touch This - Cardio Workout Mix,Workout Music,5njMahLKD1tLJ5bejvqseV,Booty Blast! Cardio Workout,50,254266,,174,0.57,0.55,0.6,-7.6,True,english,https://open.spotify.com/track/6raaAylCJPrbQ45RQ31kdI
2NDHyRyX5JJ8mTLNlQVt7g,UK Bhangra Vibes - Vol. 1,Nick Dhillon,0NoS2kDSOwTtTCcI7BXMx4,UK Bhangra Vibes (Vol. 1),50,792000,,133,0.78,0.82,0.77,-9.3,True,hindi,https://open.spotify.com/track/2NDHyRyX5JJ8mTLNlQVt7g
7o65z7yxlOfbAiDxq9WZBy,Ud-daa Punjab,"Amit Trivedi, Vishal Dadlani",7HCqGPJcQTyGJ2yqntbuyr|6CXEwIaXYfVJ84biCxqc9k,Udta Punjab (Original Motion Picture Soundtrack),50,274701,,125,0.47,0.58,0.76,-8.0,True,english,https://open.spotify.com/track/7o65z7yxlOfbAiDxq9WZBy
26mBcmuLm5ZqcfpOYj68Lj,Ud-daa Punjab,"Amit Trivedi, Vishal Dadlani",7HCqGPJcQTyGJ2yqntbuyr|6CXEwIaXYfVJ84biCxqc9k,Bollywood Workout Hits,50,274701,,125,0.66,0.62,0.71,-7.4,True,english,https://open.spotify.com/track/26mBcmuLm5ZqcfpOYj68Lj
2qA22efYftYBZ0XK7WK2Lt,Ud-daa Punjab,"Amit Trivedi, Vishal Dadlani",7HCqGPJcQTyGJ2yqntbuyr|6CXEwIaXYfVJ84biCxqc9k,Best Of Amit Trivedi,50,274701,,161,0.5,0.26,0.37,-10.5,True,hindi,https://open.spotify.com/track/2qA22efYftYBZ0XK7WK2Lt
6UFQMWNZgbpNxos4zCxqeu,Ud-daa Punjab,"Amit Trivedi, Vishal Dadlani",7HCqGPJcQTyGJ2yqntbuyr|6CXEwIaXYfVJ84biCxqc9k,Gym Vibes Bollywood,50,274701,,161,0.6,0.22,0.63,-6.3,True,hindi,https://open.spotify.com/track/6UFQMWNZgbpNxos4zCxqeu
0PF0SkjqIn8xgj6ChaMmpQ,Ud-daa Punjab,"Amit Trivedi, Vishal Dadlani",7HCqGPJcQTyGJ2yqntbuyr|6CXEwIaXYfVJ84biCxqc9k,Full Volume Bollywood,50,274701,,114,0.88,0.2,0.64,-5.8,True,hindi,https://open.spotify.com/track/0PF0SkjqIn8xgj6ChaMmpQ
1JoNwiPtgY8RGqCSaryBc1,Ud-daa Punjab,"Amit Trivedi, Vishal Dadlani",7HCqGPJcQTyGJ2yqntbuyr|6CXEwIaXYfVJ84biCxqc9k,Best Of Amit Trivedi Vol 2,50,274701,,125,0.51,0.21,0.69,-6.0,True,hindi,https://open.spotify.com/track/1JoNwiPtgY8RGqCSaryBc1
6sxEjR43rd7fnR5FTXaXKH,Ud-daa Punjab,"Amit Trivedi, Vishal Dadlani",7HCqGPJcQTyGJ2yqntbuyr|6CXEwIaXYfVJ84biCxqc9k,Desi Dance Floor,50,274701,,110,0.76,0.7,0.55,-12.7,True,hindi,https://open.spotify.com/track/6sxEjR43rd7fnR5FTXaXKH
0C5yapwLpB2HBep9Iu9dK8,Udaan - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,200000,,177,0.82,0.25,0.44,-9.1,True,hindi,https://open.spotify.com/track/0C5yapwLpB2HBep9Iu9dK8
1FvJQWq1hjwHLpM10qlEXx,Ude Dil Befikre - Workout Remix,Benny Dayal,61if35zz1W11GejEkxTLEQ,Ude Dil Befikre - Workout Remix,50,200610,,167,0.77,0.41,0.75,-8.0,True,hindi,https://open.spotify.com/track/1FvJQWq1hjwHLpM10qlEXx
3jPbzRh1RZ0ryPBTfV1BPc,Udh Chala - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,210000,,125,0.48,0.25,0.8,-5.1,True,hindi,https://open.spotify.com/track/3jPbzRh1RZ0ryPBTfV1BPc
1US1SgjbeOExAYnj7wqzjn,Udhaar Chalda - Remix - Bass Boosted,"Gurnam Bhullar, Nimrat Khaira, Preet Hundal",45LSiycLy1JsWUMObvPvpX|0ea0y5ZxnN5TbEDzNtx5Fk|3jbXizgjZpi8FZ9g28wb1c,Punjabi Power Workout,50,251388,,176,0.5,0.79,0.85,-9.4,True,hindi,https://open.spotify.com/track/1US1SgjbeOExAYnj7wqzjn
2goZ22O9OEmfelZvz4XN7w,Ugramm Veeram,Ravi Basrur,2q1LRGJHpFxovU8Tz6OgRn,Ugramm (Original Motion Picture Soundtrack),50,228571,,135,0.88,0.56,0.84,-5.8,True,english,https://open.spotify.com/track/2goZ22O9OEmfelZvz4XN7w
6XzS2jm9kpl74sqhh7nnQ0,Ultimate Workout Anthem Non-Stop Mashup,"Sachet Tandon, Parampara Tandon, Mohit Chauhan, Bhupinder Babbal, Anirudh Ravichander, Raftaar, Shahid Mallya, Pranaay, Sachet-Parampara, A.R. Rahman",6WOdPJmexxFINcKMkP2jMG|1E6arsXf5Fgsnv9YpSzjpE|5GnnSrwNCGyfAU4zuIytiS|5bppkTlu7F930pWlNn1b1g|4zCH9qm4R2DADamUHMCa6O|5UdFr0GeO7jKIaNIJgwB36|4LnYRxNZVCTsDCO2xKjOn8|58L9DePlTLE2D1I9Ohvs63|1SyKki7JI1AZNKwgNMkn25|1mYsTxnqsietFxj1OgoGbG,Ultimate Workout Anthem Non-Stop Mashup,50,2356166,,129,0.54,0.67,0.78,-9.9,True,english,https://open.spotify.com/track/6XzS2jm9kpl74sqhh7nnQ0
18935F4vHOp5tE19qhijCI,Unbound,Veer Sandhu,2X1Bu6jg2Se8OclSxn4byQ,Unbound,50,147094,,121,0.49,0.4,0.37,-8.9,True,hindi,https://open.spotify.com/track/18935F4vHOp5tE19qhijCI
5DxZLxJMjyZHePmzK8iPLh,Underworld,"Solar Body, Hoogway",74xLamiAg7I4qmr2XsOddO|1Mh9G47YfuaLdQs44voLrQ,Blue Monday,50,127272,,173,0.62,0.36,0.4,-8.7,True,english,https://open.spotify.com/track/5DxZLxJMjyZHePmzK8iPLh
5rPxUfL95aPWk3mkwrOkME,Unstoppable,Dino James,45PG2L6Fh2XvYL4ONzpdoW,Unstoppable,50,279883,,90,0.9,0.3,0.51,-13.9,True,hindi,https://open.spotify.com/track/5rPxUfL95aPWk3mkwrOkME
0lNXMGiBsYgEDEbycyKhkm,Up All Night,Lil Dreaux,6IAVA12AhYbWd4AoiehNsD,Beast Mode,50,157999,,131,0.88,0.84,0.33,-8.2,True,english,https://open.spotify.com/track/0lNXMGiBsYgEDEbycyKhkm
5vugUgsImRy2yGr6XTK6fl,Uptown Funk - Remix,Workout Music,5njMahLKD1tLJ5bejvqseV,100 Gym & Fitness Workout Hits! Playlist,50,264373,,126,0.48,0.48,0.36,-7.0,True,english,https://open.spotify.com/track/5vugUgsImRy2yGr6XTK6fl
7rCQRoKfzyxX47nJleQZjp,Uyi Amma Remix,"Amit Trivedi, Madhubanti Bagchi, Dj Raahul Pai, Sanju Purohit",7HCqGPJcQTyGJ2yqntbuyr|4ojkMVHjuDZgDXSJy5qs2h|0NL5y5XDX80Yljh9ix8ojz|1TG19sduH1Wo5QlPc9ooQU,Bollywood Remix Station,50,137829,,91,0.82,0.33,0.51,-13.5,True,hindi,https://open.spotify.com/track/7rCQRoKfzyxX47nJleQZjp
1HvxJizNs4YGMciN2ek8M3,VAMOS!,"Whisnu Santika, hbrp, Keebo, Mc Spyder",6gvsmDZKW5wRvjKCPnbHDh|7g1BBaSvydbuut3sTTZp7R|195TA15VK9BhtVVXupuVIC|3SFvfZA65k99tp9zXXJKM3,VAMOS!,50,180000,,109,0.59,0.44,0.86,-12.8,True,english,https://open.spotify.com/track/1HvxJizNs4YGMciN2ek8M3
2h5UfY3Mt4fkbysxYkhGpG,VIP Title Song,"Anirudh Ravichander, Dhanush",4zCH9qm4R2DADamUHMCa6O|2F3KtUVtrt2GLjcl6pB4cz,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),50,236555,,179,0.5,0.65,0.63,-7.4,True,english,https://open.spotify.com/track/2h5UfY3Mt4fkbysxYkhGpG
1ANp6A0CFD4hBajnmgccyz,Vaar,Sidhu Moose Wala,4PULA4EFzYTrxYvOVlwpiQ,Vaar,50,137329,,90,0.58,0.56,0.79,-13.8,True,hindi,https://open.spotify.com/track/1ANp6A0CFD4hBajnmgccyz
